Question,Answer
해외에서 사용 중 카드를 분실/도난 당했어요,"만약 소지한 카드를 해외에서 분실했다면 바로 ARS나 인터넷을 통해 신고해 주시기 바랍니다. 분실신고는 24시간 접수가 가능합니다. 분실신고 접수 방법 1. ARS ☎ 82-2-3420-7000 > 2 누르는 ARS > 8 카드 분실신고 및 해제 확인 문의 > 카드분실신고 2. 홈페이지 내 고객센터 > 분실신고/해제/재발급 법인카드 분실 시 고객센터로 연락하여 접수 가능하며 체크카드는 제휴은행에도 분실신고 가능 단, 신한은행, 우체국, 새마을금고 계좌와 연결된 체크카드 분실신고 시 해당 은행으로 분실신고 정보 실시간 전송 카드 재발급의 경우 국내에 거주중인 경우에만 신청이 가능하며 해외 체류중인 경우는 발급이 어렵습니다. 다만 장기 체류 등의 사유로 카드이용이 급히 필요한 경우(도난, 분실, 훼손 시 유효기간 경과 전) 현지에서 임시 카드를 발급받는 서비스로 다음과 같은 각 브랜드별 서비스센터(지역별)를 통해 긴급 대체카드(Emergency Replacement Card)를 신청하실 수 있습니다. 참고사항 1. 긴급 대체카드는 각 지역의 긴급 서비스 센터로 접수 후 약 1영업일 ~ 3영업일 내에 카드 수령이 가능합니다. 다만 발급 받으신 카드는 임시로만 사용하도록 되어있는 카드이므로 귀국 후 즉시 가까운 지점으로 반납하시고 정상 카드 재발급 후 이용 바랍니다. 2. 체크카드는 불가하며 신용카드만 발급 가능합니다. 3. 신한카드는 비자 및 마스타 브랜드로만 긴급카드 발급이 가능합니다. (JCB카드, 아멕스카드, 유어스카드 소지 회원님도 신한카드 회원임이 확인되면 비자 및 마스타 카드를 발급받으실 수 있습니다.) 4. 긴급 대체카드는 마그네틱 카드로만 발급 가능하며 IC카드로는 발급 되지 않습니다. (발급 후 기존 카드 사용 불가) 5. 긴급 대체카드는 카드 고유번호확인번호가 없으므로 거래 및 전자상거래가 불가합니다."
해외에서 사용 가능한 한도를 알고 싶어요,신한카드의 카드 사용 한도는 국내와 해외 한도가 구분되어 있지 않으며 고객님께 부여된 총한도 내에서 국내 및 해외에서 이용하실 수 있는 통합 한도로 운영되고 있습니다.따라서 현재 남아 있는 잔여 한도를 미화로 전환하여 적용 후 이용해 주시면 됩니다.
해외에서 물건 구입시 면세신고와 환급방법을 알고 싶어요,"유럽의 대부분 국가와 싱가포르 등의 국가에서는 외국인에 한해 물건 구매 시 부과되는 관세를 면제해주고 있으며 면세신고와 환급방법은 다음과 같습니다. 1. 신고방법 해외에서 한국으로 출발하기 전 공항 면세 신고처에서 반드시 환급 신청서를 작성하고 세관원으로부터 스템프를 득한 뒤 해당서류를 제출하고 나와야 합니다. (환급 신청서는 2장으로 되어 있으며 겉장은 제출용, 뒷장은 보관용입니다.) ※ 공항에서 바로 현금으로 환급 받을 수도 있지만 장시간 기다려야 하므로 보통 카드번호를 알려주고 추후 카드로 환급받을 수 있도록 신청하게 되며 위와 같은 신고가 누락되면 면세액이 재청구되거나 돌려받을 수 없으니 유의 바랍니다. 2. 환급방법 1) 거래 시점에 면세된 금액으로 구매시 신고서류를 작성 후 접수하여 주시면 면세 금액에 대해서는 청구되지 않습니다. 2) 면세 품목이나 거래 시점에 과세된 금액으로 구매시 신고 서류를 작성 후 접수하여 주시면 기재하여 주신 고객님의 카드번호로 면세금액 만큼의 카드 결제금액에서 차감 또는 환급됩니다. 3. 유의사항 1) 고객 보관용은 부가세 미 환급 시 필요하니 반드시 보관해야 합니다. 2) 상점에서 미리 부가세를 감해주더라도 부가세 환급 신고는 필수이며 미신고 시 추후 청구됩니다. 3) 수표보다는 카드로 환급받는 것이 환율과 비용면에서 유리합니다. 4) 최종 출국 공항에서 지정 양식을 작성하여 제출을 해야 합니다. 5) 부가세 미 신고로 인해 환급되지 않은 경우는 이의제기 불가하며 입국 후에는 신고 불가합니다. 6) TAX환급(부가세환급)액은 신한카드에 접수되는 일자의 해당 월 사용실적에서 제외됩니다. 예) 카드사용실적(1일~말일) 100만원-TAX 환급금액 10만원=당월 카드 사용실적 90만원 4. 처리여부 확인 거래일로 부터 3~4개월 내 취소전표가 접수되어 일반 매출취소된 금액처럼 TAX FREE REFUND 혹은 CASHBACK 등의 내역으로 확인됩니다. "
해외거래를 취소했는데 거래금액과 취소금액이 달라요.,"해외 거래는 접수일자의 환율이 적용되며, 정상거래 뿐만 아니라 취소거래에 대해서도 국제브랜드사 이용수수료가 부과되므로 실 이용금액과 취소금액이 다를 수 있습니다.또한, 일부 가맹점의 경우 취소 수수료를 공제한 일부 금액에 대해서만 취소 될 수 있으니 해외거래 취소 후 반드시 취소금액에 대하여 확인하시기 바랍니다."
해외거래도 SMS문자 서비스를 받을 수 있나요?,"신한카드 개인회원 중 휴대폰번호가 신한카드에 입력되어 있는 회원에 한하여 해외에서의 Swipe거래(단말기에 카드를 읽혀서 승인하는 방식) 및 불량매출 발생 위험이 높은 신용판매, 통신판매, 유흥업종에서 Key-in거래 (카드번호를 입력하여 승인하는 방식)가 발생된 경우 휴대폰 문자를 통해 안내되고 있습니다. 이는 SMS서비스 신청 고객 외 SMS서비스 미신청 고객에게도 무료로 제공되고 있으나 SMS신청 후 해지한 경우 또는 가족카드의 경우 해외 이용내역이 문자로 안내되지 않을 수 있으니 참고하시기 바랍니다. 또한, 휴대폰 전원이 장시간 꺼져있는 경우 SMS 문자 서비스가 정상적으로 제공되지 않을 수 있습니다. "
해외거래 취소를 했는데 결제금액에서는 차감되지 않았어요,"해외 거래 후 취소가 된 금액이 결제대금에서 차감되지 않았다면 다음과 같을 수 있습니다.결제방법에 따른 취소반영1. 자동이체1) 취소 접수되는 시점에 고객님께 청구될 금액이 있을 경우청구될 금액이 먼저 대체된 다음, 결제일 당일에 취소한 금액을 제외한 금액만 인출 됨2) 취소 접수후 자동이체 계좌로 선 환불이된 경우해당 월 결제일에 청구 된 금액이 그대로 인출 됨2. 지로당사로 자동이체 계좌 등록이 되어있지 않은경우, 다음달 청구금액으로 대체됨.따라서, 청구 내역서상에 해외거래 취소내역이 기재되었으나 총 결제금액에서 차감이 되지 않았다면 전월 청구금액 및 인출금액을 비교, 또는 자동이체 계좌 입출금 내역을 조회하여 차감 여부를 확인해 주시기 바랍니다. "
"해외 호텔, 렌터카에서 사용하지 않은 거래가 청구되었어요.","1. 호텔 이용시호텔 체크인 시 카드 이용금액과 체크아웃 시 금액은 실제 체류기간과 이용하신 부대비용이 합산되어 예약하셨던 금액과 차이가 날수있되므로, 체크아웃 시 호텔 이용료 지불 시 합산 청구 내역서(Invoice/Folio)상의 이용내역(미니바, 식사, 객실내 흡연 물품파손, 세탁 등) 이상 유무 확인이 중요하며, 체크아웃 시점 미확인 된 이용내역 발생시 호텔은 규정상 사후 청구 (Late charge)를 할 수 있으니 유의 바랍니다. 또한 호텔 예약 후 예약취소, 혹은 미투숙 시 호텔 약관에 따라 취소 수수료 및 No-show Charge(하루치 숙박비용)가 청구 될 수 있습니다. 2. 렌터카 이용시해외 렌터카 업체의 이용 계약에 따라 이용요금 외 차량파손, 사고, 교통위반 범칙금, 주차비 등의 명목으로 사후 추구청구 되는사례가 많습니다. 그러므로 렌터카 이용 전 계약서약관에 대한 사전 확인이 필요하며, 계약서와 영수증은 사후분쟁 발생 시 필수 증빙자료로 활용됩니다. 만약 위 내용에 해당하지 않는다면 다음과 같은 방법으로 해외이용 이의신청을 하실 수 있습니다.3. 해외이용 이의신청 방법1). 상담원 접수고객센터(☎ 1544-7000) 상담 직원을 통해 이의신청 접수2). 홈페이지 접수마이페이지 > 카드이용내역 > 이용내역조회 > 해외이용내역에서 해당 거래 건을 선택하여 해외이용이의제기 신청 조회 버튼 클릭 후 접수3). 가까운 지점이나 신한은행방문접수※ 해외거래 이의제기는 브랜드(VISA, Master 등)규정 및 거래유형에 따라 45일~120일 이내로 가능하오니 기한 내에 이의신청 바랍니다."
해외 출입국정보활용 안전서비스에 대해 알고 싶어요,"해외 출입국 정보활용 안전 서비스란 해외 거래 발생 시 법무부 출입국 사무소를 통하여 고객님의 출입국유무를 확인함으로써 해외 위,변조로 인한 사고를 사전에 방지하고자 도입된 시스템입니다. 해당 서비스는 무료로 제공되며, 간단한 동의 절차만으로 서비스 이용이 가능합니다. 해외 출입국 정보활용 안전서비스 신청 방법 1. 홈페이지 서비스 > 편의서비스 > 생활안심서비스 > Self FDS서비스 > 해외출입국 정보 활용 동의/철회 2. 고객센터 ☎ 1544-7000번으로 연락하여 해외출입국정보 활용동의 신청 "
해외 인터넷사이트에서 계속 승인이 되요,"해외의 일부 불량 인터넷사이트는 한번 가입하여 이용을 하게 되면, 별도 취소요청이나 사이트의 회원 가입을 탈퇴하지 않을 시에 계속 이용하는 것으로 간주하여 이용요금을 매월 승인할 수가 있습니다. 대부분은 회원가입 시 또는 결제 당시에 고객님께서 클릭하여 동의하신 약관에 해당하는 내용을 명시하고 있으며 카드 승인이 이루어지는 것을 방지하기 위해서는 해당하는 사이트로 취소 요청 또는 회원가입탈퇴 신청을 하셔야 합니다. 또한, 신한카드 고객센터나 홈페이지를 통해 해외사용 일시정지 서비스를 요청하주시면 국내거래를 제외한 해외 거래가 정지됩니다. 해외사용 안전서비스 신청방법 1. 홈페이지 서비스 > 편의서비스 > 생활안심서비스 > Self FDS 서비스 > 해외사용 Self-Rule등록/해제2. Self FDS 서비스전용 고객센터(☎ 080-800-2025) 이용 3. 신한카드 고객센터(☎ 1544-7000)으로 연락하여 해외사용 일시정지 서비스 신청"
해외 이용 시 카드 사용에 관련한 안내는 어디서 확인하나요?,"해외에서 카드 이용 시 출발 전 확인사항 , 이용 시 주의사항, 대금 청구 등과 관련한 전반적인 내용을 아래 페이지를 통해 확인하실 수 있습니다.홈페이지 메인 하단 이용안내 > 해외 이용안내> 신한카드 해외 이용 또는 체크카드 해외이용※ 해외 사용 내역은 홈페이지상단 마이페이지 > 카드이용내역 > 이용내역조회 > 해외이용내역에서 확인 가능합니다.참고사항해외에서 원화로 결제하신 금액은 실제 청구금액과 다르며 추가금액이 부과될 수 있습니다.1) 해외 일부 가맹점에서 현지통화가 아닌 원화로 결제하도록 권유하는 사례가 있습니다.해당의경우 승인시점의 원화 금액이 그대로 청구되지 않습니다.2) 해외에서 원화로 결재하실 경우 원화가 브랜드사 (VISA, MASTER, 아멕스등...)를 통해 미국달러로 정산된 후(각카드의 브랜드수수료1%~1.4%부과) 당사 접수일자의 환율을 적용하여 원화로청구됩니다.세계 어느나라에서 사용하시더라도 모든 해외거래는 브랜드사를 통해정산이 이루어지므로, 미국달러로 전환후 원화로 청구됩니다. 그러므로 실제 입금하실 원화금액이은 해외 현지매장에서 안내받은 최초 원화 금액보다 상승하게 됩니다."
해외 이용 한도만 상향을 하고 싶어요,"신한카드의 카드 사용한도는 국내와 해외 한도가 구분되어 있는 것이 아니라 고객님께 부여된 총 한도 내에서 국내, 국외 구분없이 총한도 내에서 이용할 수 있습니다. 이에 별도로 해외 이용한도만을 상향하기는 어려우며 한도 상향이 필요한 경우에는 총한도 상향 신청 후 이용해 주시기 바랍니다.한도상향 신청방법 유선신청은 신한카드 고객센터(☎ 1544-7000)로 본인이 직접 연락하여 신청 참고사항1. 최근 6개월 이내 신한카드와 타사의 연체 유/무와 개인 신용도, 카드이용 및 입금실적, 카드이용행태, 외부정보등을 고려하여 접수 및 상향 처리됨. 2. 한도 상향 접수 후 1~ 2영업일 내로 결과 확인이 가능"
해외 이용 대금을 분할납부로 전환하여 입금이 가능한가요?,"해외에서 일시불로 사용하신 거래건 중 최종 청구된 금액이 건당 5만원 이상이면 아래와 같은 기준에 따라 분할 납부(할부전환) 신청이 가능합니다.1. 분할납부(할부전환) 신청 기준1) 신용카드 해외 일시불 거래에 한해 신청이 가능하며 단기카드대출(현금서비스), 체크카드 및 법인카드 거래는 제외2) 해외이용수수료를 포함한 최종청구금액이 5만원 이상인 거래에 한해 2개월~24개월 이내로 신청 가능하며 개월수에 따른 수수료율은 국내 할부와 동일함. 3) 분할납부(할부전환)서비스는 고객님의 결제 편의성 제고를 위해 일시불 거래건의 상환방식만을 변경해 드리는 것으로 원거래가 할부가 아니므로 할부철회,항변권의 대상이 되지 않습니다.4) 거래 후 신한카드로 전표 접수(매입)이 완료된 거래에 한해 신청 가능5) 해당 거래건의 결제일 2영업일 전까지 전환 신청가능6) 분할납부(할부 전환)후 결제(일) 전 해당거래 취소 시 분할납부(할부전환)된 금액과 상계되나 매출취소의 정보(금액, 거래처명, 통화 등)가 원매출과 상이한 경우 상계처리에서 제외 될 수 있습니다.2. 신청 방법1) 홈페이지 내 마이페이지 > 카드이용내역 > 이용내역조회 > 해외이용내역 메뉴에서 원하는 거래 선택 후 신청2) 모바일 내 마이페이지 > 이용내역이용내역조회 > 분할납부(할부전환서비스) > 해외분할납부(할부전환) 서비스 (가능시간 : 영업일 08시~18시 ,주말 및 공휴일 이용 불가)3) 고객센터 (☎ 1544-7000) 상담원 연결을 통해 분할납부(할부전환) 신청가능(상담가능시간:영업일 09시~18시, 주말 및 공휴일 이용 불가)※ 해외분할납부(할부전환) 취소는 전환 신청 당일 18:00 이전까지 신한카드 고객센타 (☎ 1544-7000)를 통해서 가능합니다.※ 해외이용 분할납부(할부전환) 신청 시, 해외매출 취소 후 국내 매출로 전환되어 분할 청구됩니다.※ 해외분할납부(할부전환) 시 요청한 할부 개월수는 전환 이후 변경이 불가하니 전환 신청시 유의바랍니다."
